"X.reg_id","X.operator","X.airplane_damage","X.location","X.phase","X.nature","X.departure_airport","X.destination_airport","X.time_period","X.year","X.month","X.day","X.old","X.nb_engines","X.crew.fatalities","X.crew.occupants","X.passengers.fatalities","X.passengers.occupants","X.crew.ratio","X.passengers.ratio","X.brand"
"5Y-LET","Malindi Air Services","Damaged beyond repair","Kenya","Initial climb","Ferry/positioning","Kenya","Kenya","afternoon",1999,"May","Saturday",8,2,2,2,0,0,1,0,"Let"
"N215AA","American Airlines","Destroyed","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","evening",1999,"June","Tuesday",16,2,1,6,10,139,0.166666666666667,0.0719424460431655,"Douglas"
"B-2525","China Southern Airlines","Damaged beyond repair","China","Landing","Domestic Scheduled Passenger","China","China","afternoon",1999,"June","Wednesday",8,2,0,9,0,81,0,0,"Boeing"
"C-FIFP","Blue Water Aviation Services","Substantial","Canada","Initial climb","Test","Canada","Canada","afternoon",1999,"June","Friday",44,1,1,2,0,0,0.5,0,"de Havilland Canada"
"D-IBEX","Nightexpress","Damaged beyond repair","Belgium","Approach","Cargo","United Kingdom","Germany","night",1999,"June","Wednesday",31,2,2,2,0,0,1,0,"Beechcraft"
"5N-AXL","Skypower Express Airways","Damaged beyond repair","Nigeria","Approach","Domestic Scheduled Passenger","Nigeria","Nigeria","afternoon",2000,"January","Wednesday",16,2,0,2,1,11,0,0.0909090909090909,"Embraer"
"HL7441","Korean Air","Substantial","Malaysia","Approach","Cargo","South Korea","Malaysia","afternoon",2000,"January","Sunday",29,4,0,3,0,0,0,0,"Boeing"
"HB-AKK","Crossair","Damaged beyond repair","Switzerland","En route","International Scheduled Passenger","Switzerland","Germany","afternoon",2000,"January","Monday",10,2,3,3,7,7,1,1,"Saab"
"HB-AAM","Sirte Oil Company","Damaged beyond repair","Libya","Approach","Domestic Non Scheduled Passenger","Libya","Libya","afternoon",2000,"January","Thursday",10,2,1,3,21,38,0.333333333333333,0.552631578947368,"Short"
"TAM-60","Fuerza AÃ©rea Boliviana","Damaged beyond repair","Bolivia","Takeoff","Military","Bolivia","Bolivia","afternoon",2000,"January","Friday",40,4,0,7,5,24,0,0.208333333333333,"Lockheed"
"YS-09-C","Taxi Aero Centroamericano- TACSA","Damaged beyond repair","Costa Rica","En route","Domestic Non Scheduled Passenger","Costa Rica","Costa Rica","afternoon",2000,"January","Saturday",14,2,1,3,4,15,0.333333333333333,0.266666666666667,"Let"
"N963AS","Alaska Airlines","Destroyed","United States of America","En route","International Scheduled Passenger","Mexico","United States of America","afternoon",2000,"January","Monday",8,2,5,5,83,83,1,1,"Douglas"
"ST-APY","Trans Arabian Air Transport - TAAT","Damaged beyond repair","Tanzania","Landing","Cargo","Sudan","Tanzania","afternoon",2000,"February","Thursday",33,4,0,5,0,0,0,0,"Boeing"
"8Q-HIF","Hummingbird Island Airways","Substantial","Maldives","Landing","Domestic Non Scheduled Passenger","Maldives","Maldives","afternoon",2000,"February","Thursday",2,1,0,2,0,7,0,0,"Cessna"
"C9-AUH","Sabin Air","Damaged beyond repair","Mozambique","Initial climb","Int'l Non Scheduled Passenger","Mozambique","Swaziland","morning",2000,"February","Tuesday",22,2,0,2,0,16,0,0,"Embraer"
"S9-NAZ","Transafrik","Damaged beyond repair","Angola","Landing","Cargo","Malawi","Angola","afternoon",2000,"February","Saturday",33,3,0,7,0,0,0,0,"Boeing"
"N8079U","Emery Worldwide","Destroyed","United States of America","Initial climb","Cargo","United States of America","United States of America","evening",2000,"February","Wednesday",32,4,3,3,0,0,1,0,"Douglas"
"JA8727","ANK- Air Nippon","Damaged beyond repair","Japan","Landing","Domestic Scheduled Passenger","Japan","Japan","afternoon",2000,"February","Wednesday",31,2,0,4,0,37,0,0,"NAMC"
"PT-TEO","Transbrasil","Substantial","Brazil","Landing","Domestic Scheduled Passenger","Brazil","Brazil","evening",2000,"February","Sunday",10,2,0,7,0,104,0,0,"Boeing"
"N668SW","Southwest Airlines","Destroyed","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","evening",2000,"March","Sunday",16,2,0,5,0,137,0,0,"Boeing"
"9M-MKB","Malaysia Airlines","Damaged beyond repair","Malaysia","Standing","International Scheduled Passenger","China","Malaysia","evening",2000,"March","Wednesday",5,2,0,14,0,252,0,0,"Airbus"
"HP-1267APP","AeroPerlas","Damaged beyond repair","Panama","En route","Domestic Scheduled Passenger","Panama","Panama","morning",2000,"March","Friday",21,2,2,2,8,8,1,1,"de Havilland Canada"
"C-FNTF","Points North Air Services","Damaged beyond repair","Canada","Landing","Cargo","Canada","Canada","afternoon",2000,"March","Friday",56,2,2,2,0,0,1,0,"Douglas"
"5N-AXM","Skypower Express Airways","Damaged beyond repair","Nigeria","Approach","Domestic Non Scheduled Passenger","Nigeria","Nigeria","morning",2000,"March","Friday",16,2,0,3,0,3,0,0,"Embraer"
"N353SB","American Eagle Airlines","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","evening",2000,"March","Tuesday",7,2,0,3,0,33,0,0,"Saab"
"RA-11302","Sky Cabs","Destroyed","Sri Lanka","Approach","Cargo","Thailand","Sri Lanka","evening",2000,"March","Friday",32,4,6,8,0,0,0.75,0,"Antonov"
"D-AGES","LTU","None","Germany","En route","Int'l Non Scheduled Passenger","Spain","Germany","evening",2000,"March","Monday",2,2,0,5,0,143,0,0,"Boeing"
"RP-C3010","Air Philippines","Destroyed","Philippines","Approach","Domestic Scheduled Passenger","Philippines","Philippines","night",2000,"April","Wednesday",22,2,7,7,124,124,1,1,"Boeing"
"TC-THL","THY Turkish Airlines","Damaged beyond repair","Turkey","Landing","Domestic Scheduled Passenger","Turkey","Turkey","afternoon",2000,"April","Saturday",4,4,0,4,0,42,0,0,"Avro"
"N39081","Continental Air Lines","Substantial","United States of America","Takeoff","International Scheduled Passenger","United States of America","Belgium","evening",2000,"April","Tuesday",27,3,0,14,0,220,0,0,"Douglas"
"G-MURI","Northern Executive Aviation","Damaged beyond repair","France","Landing","Int'l Non Scheduled Passenger","United Kingdom","France","afternoon",2000,"May","Tuesday",12,2,2,2,0,3,1,0,"Learjet"
"N16EJ","East Coast Aviation Services","Destroyed","United States of America","Approach","Int'l Non Scheduled Passenger","United States of America","United States of America","morning",2000,"May","Sunday",12,2,2,2,17,17,1,1,"British Aerospace"
"N24CV","Calico Ventures LLC","Damaged beyond repair","Pacific Ocean","En route","Private","United States of America","United States of America","evening",2000,"May","Tuesday",4,2,0,1,0,0,0,0,"Beechcraft"
"G-SSWN","Streamline Aviation","Damaged beyond repair","France","Takeoff","Cargo","France","United Kingdom","evening",2000,"May","Thursday",19,2,1,2,0,0,0.5,0,"Short"
"F-GHED","Air LibertÃ©","Substantial","France","Takeoff","Int'l Non Scheduled Passenger","France","Spain","evening",2000,"May","Thursday",13,2,0,6,0,151,0,0,"Douglas"
"N184GA","Grand Aire Express","Damaged beyond repair","Canada","Approach","Cargo","United States of America","Canada","evening",2000,"June","Tuesday",28,2,0,2,0,0,0,0,"Dassault Falcon"
"ZK-RCA","Air New Zealand Link","Substantial","New Zealand","Landing","Training","New Zealand","New Zealand","afternoon",2000,"June","Thursday",14,2,0,2,0,0,0,0,"Swearingen"
"RA-76723","Russian Air Force","Destroyed","Russia","Landing","Military","Russia","Russia","afternoon",2000,"June","Tuesday",14,4,0,7,0,221,0,0,"Ilyushin"
"B-3479","Wuhan Airlines","Damaged beyond repair","China","Approach","Domestic Scheduled Passenger","China","China","afternoon",2000,"June","Thursday",12,2,4,4,38,38,1,1,"Xian"
"N220JC","Universal Jet Aviation","Destroyed","United States of America","En route","Ferry/positioning","United States of America","United States of America","morning",2000,"June","Friday",18,2,2,2,1,1,1,1,"Learjet"
"C-FWAH","M.W. Ward","Substantial","Canada","Landing","Domestic Non Scheduled Passenger","Canada","Canada","evening",2000,"June","Friday",31,2,0,1,0,3,0,0,"de Havilland Canada"
"HA-LCR","Malev Hungarian Airlines","Substantial","Greece","Landing","International Scheduled Passenger","Hungary","Greece","afternoon",2000,"July","Tuesday",18,3,0,8,0,86,0,0,"Tupolev"
"CP-2323","Lloyd AÃ©reo Boliviano - LAB","Damaged beyond repair","Argentina","Taxi","International Scheduled Passenger","Argentina","Bolivia","afternoon",2001,"January","Tuesday",20,3,0,8,0,138,0,0,"Boeing"
"N824ED","Earth Data Aviation","Substantial","United States of America","Approach","Executive","United States of America","United States of America","afternoon",2001,"January","Thursday",16,2,0,1,0,2,0,0,"de Havilland Canada"
"N1DC","Ark-Air Flight Inc.","Destroyed","United States of America","Landing","Executive","United States of America","United States of America","afternoon",2001,"January","Sunday",7,2,0,2,0,0,0,0,"Learjet"
"N19454","Majestic Air Cargo","Destroyed","United States of America","En route","Cargo","United States of America","United States of America","evening",2001,"January","Tuesday",58,2,2,2,0,0,1,0,"Douglas"
"YV-224C","Rutaca","Destroyed","Venezuela","En route","Domestic Non Scheduled Passenger","Venezuela","Venezuela","evening",2001,"January","Thursday",58,2,4,4,20,20,1,1,"Douglas"
"N234UM","Marlin Air","Damaged beyond repair","United States of America","Landing","Private","United States of America","United States of America","morning",2001,"January","Friday",28,2,0,2,0,2,0,0,"Cessna"
"N81PF","Jet Express Services","Destroyed","United States of America","En route","Domestic Non Scheduled Passenger","United States of America","United States of America","afternoon",2001,"January","Saturday",25,2,2,2,8,8,1,1,"Beechcraft"
"FAC-1165","SATENA","None","Colombia","Standing","Domestic Scheduled Passenger","Colombia","Colombia","afternoon",2001,"January","Tuesday",4,2,0,5,0,25,0,0,"Dornier"
"HK-3932X","LÃ­neas AÃ©reas Suramericanas","Damaged beyond repair","Colombia","Approach","Cargo","Colombia","Colombia","afternoon",2001,"January","Wednesday",35,2,1,3,2,3,0.333333333333333,0.666666666666667,"Sud Aviation"
"N4390F","Everts Air Cargo","Substantial","United States of America","Landing","Cargo","United States of America","United States of America","afternoon",2001,"January","Wednesday",45,4,0,3,0,0,0,0,"Douglas"
"EI-BPD","Aer Arann Express","Damaged beyond repair","United Kingdom","Landing","International Scheduled Passenger","Ireland","United Kingdom","evening",2001,"February","Sunday",17,2,0,3,0,25,0,0,"Short"
"N318DH","Northern Illinois Flight Center","Destroyed","United States of America","Approach","Domestic Non Scheduled Passenger","United States of America","United States of America","evening",2001,"February","Thursday",20,2,2,2,0,4,1,0,"Swearingen"
"I-MOCO","E.A.S. Aeroservizi","Damaged beyond repair","Germany","Approach","Ferry/positioning","Germany","Italy","afternoon",2001,"February","Thursday",20,2,2,2,1,1,1,1,"Learjet"
"G-BNMT","Loganair","Damaged beyond repair","United Kingdom","Initial climb","Cargo","United Kingdom","United Kingdom","afternoon",2001,"February","Tuesday",14,2,2,2,0,0,1,0,"Short"
"HS-TDC","Thai Airways International","Damaged beyond repair","Thailand","Standing","Domestic Scheduled Passenger","Thailand","Thailand","afternoon",2001,"March","Saturday",10,2,1,8,0,0,0.125,0,"Boeing"
"N701NE","Express One International","Damaged beyond repair","Micronesia","Landing","Cargo","Marshall Islands","Micronesia","afternoon",2001,"March","Sunday",20,3,0,3,0,0,0,0,"Boeing"
"N842MB","Jim Hankins Air Service","Substantial","United States of America","En route","Cargo","United States of America","United States of America","evening",2001,"March","Thursday",58,2,0,2,0,0,0,0,"Douglas"
"S9-CAE","SAL Express - Sociedade de AviaÃ§Ã£o Ligeira","Damaged beyond repair","Angola","Approach","Domestic Scheduled Passenger","Angola","Angola","morning",2001,"March","Saturday",10,2,2,2,14,15,1,0.933333333333333,"Beechcraft"
"N266CA","Delta Connection","Substantial","United States of America","En route","International Scheduled Passenger","Bahamas","United States of America","evening",2001,"March","Monday",9,2,0,2,0,25,0,0,"Embraer"
"F-OGES","Air CaraÃ¯bes","Damaged beyond repair","Guadeloupe","Approach","International Scheduled Passenger","Netherlands Antilles","Guadeloupe","afternoon",2001,"March","Saturday",32,2,2,2,17,17,1,1,"de Havilland Canada"
"PK-MFL","Merpati Nusantara Airlines","Damaged beyond repair","Indonesia","Approach","Training","Indonesia","Indonesia","evening",2001,"March","Monday",20,2,3,3,0,0,1,0,"Fokker"
"N303GA","Avjet Corp","Destroyed","United States of America","Approach","Domestic Non Scheduled Passenger","United States of America","United States of America","evening",2001,"March","Thursday",21,2,3,3,15,15,1,1,"Gulfstream"
"N120BA","Bishop Aviation","Substantial","United States of America","Initial climb","Parachuting","United States of America","United States of America","afternoon",2001,"March","Saturday",45,1,0,1,0,21,0,0,"de Havilland Canada"
"N19BA","Roblex Aviation","Damaged beyond repair","Puerto Rico","Initial climb","Training","Puerto Rico","Puerto Rico","afternoon",2001,"April","Wednesday",59,2,0,2,0,0,0,0,"Douglas"
"N974FE","FedEx Express","Substantial","United States of America","En route","Cargo","United States of America","United States of America","evening",2001,"April","Thursday",13,1,0,1,0,0,0,0,"Cessna"
"VH-MMV","A. McVinish","Damaged beyond repair","Australia","Maneuvering","Parachuting","Australia","Australia","afternoon",2001,"April","Sunday",16,1,0,1,1,11,0,0.0909090909090909,"Cessna"
"N9333","Northwest Airlines","Substantial","United States of America","Standing","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",2001,"May","Tuesday",33,2,0,4,0,38,0,0,"Douglas"
"EC-FXI","Spanair","Substantial","United Kingdom","Landing","Int'l Non Scheduled Passenger","Spain","United Kingdom","afternoon",2001,"May","Thursday",12,2,0,6,0,45,0,0,"Douglas"
"EP-TQP","Faraz Qeshm Airlines","Damaged beyond repair","Iran","En route","Domestic Non Scheduled Passenger","Iran","Iran","morning",2001,"May","Thursday",24,3,5,5,25,25,1,1,"Yakovlev"
"TC-76","Fuerza AÃ©rea Argentina - FAA","Damaged beyond repair","Argentina","Initial climb","Military","Argentina","Argentina","afternoon",2001,"May","Thursday",32,2,5,5,0,0,1,0,"Fokker"
"RA-12135","Russian Air Force","Damaged beyond repair","Russia","En route","Military","Russia","Russia","afternoon",2001,"May","Tuesday",31,4,7,7,0,0,1,0,"Antonov"
"C-GNWI","First Air","Damaged beyond repair","Canada","Landing","Domestic Scheduled Passenger","Canada","Canada","afternoon",2001,"May","Tuesday",26,2,0,6,0,98,0,0,"Boeing"
"N1419D","American Airlines","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",2001,"May","Wednesday",9,2,0,4,0,88,0,0,"Fokker"
"G-CEXF","Channel Express","Minor","United Kingdom","En route","Ferry/positioning","United Kingdom","United Kingdom","morning",2001,"June","Tuesday",18,2,0,3,0,0,0,0,"Fokker"
"F-GOAE","Aerope 3S Aviation","Destroyed","Spain","Landing","Cargo","France","Spain","evening",2001,"June","Thursday",11,2,0,2,0,0,0,0,"Beechcraft"
"N333CG","Avcon Industries","Destroyed","United States of America","Landing","Test","United States of America","United States of America","afternoon",2001,"June","Tuesday",23,2,0,2,0,0,0,0,"Learjet"
"LN-WIS","WiderÃ¸es Flyveselskap","Damaged beyond repair","Norway","Landing","Domestic Scheduled Passenger","Norway","Norway","afternoon",2001,"June","Thursday",11,2,0,3,0,24,0,0,"de Havilland Canada"
"VH-OZG","Airtex Aviation","Damaged beyond repair","Australia","En route","Domestic Non Scheduled Passenger","Australia","Australia","morning",2001,"June","Monday",21,2,0,1,0,8,0,0,"Embraer"
"RA-85845","Vladivostokavia","Destroyed","Russia","Approach","Domestic Scheduled Passenger","Russia","Russia","evening",2001,"July","Wednesday",15,3,9,9,136,136,1,1,"Tupolev"
"N812MA","Maxfly Aviation","Damaged beyond repair","Atlantic Ocean","En route","Ferry/positioning","Bahamas","United States of America","evening",2001,"July","Friday",5,1,0,2,0,0,0,0,"Cessna"
"C-FTNA","Air Transat","Substantial","France","En route","Int'l Non Scheduled Passenger","France","Germany","evening",2001,"July","Friday",29,3,0,14,0,197,0,0,"Lockheed"
"N3239T","Valiant Air Command Inc","Substantial","United States of America","Landing","Demonstration","United States of America","United States of America","afternoon",2001,"July","Monday",58,2,0,2,0,2,0,0,"Douglas"
"CP-2395","LÃ­nea AÃ©rea Amaszonas","Damaged beyond repair","Bolivia","En route","Domestic Non Scheduled Passenger","Bolivia","Bolivia","afternoon",2001,"July","Tuesday",1,1,0,2,0,11,0,0,"Cessna"
"N90AG","Epps Air Service","Damaged beyond repair","United Kingdom","Takeoff","Executive","United Kingdom","United States of America","afternoon",2002,"January","Friday",3,2,2,2,3,3,1,1,"Canadair"
"VP-BVE","ACES - Aerolineas Centrales de Colombia","Substantial","Colombia","En route","Domestic Scheduled Passenger","Colombia","Colombia","evening",2002,"January","Saturday",7,2,0,4,0,47,0,0,"ATR"
"PK-LID","Lion Air","Damaged beyond repair","Indonesia","Takeoff","Domestic Scheduled Passenger","Indonesia","Indonesia","morning",2002,"January","Monday",33,2,0,7,0,96,0,0,"Boeing"
"PK-GWA","Garuda Indonesia Airways","Damaged beyond repair","Indonesia","Approach","Domestic Scheduled Passenger","Indonesia","Indonesia","afternoon",2002,"January","Wednesday",13,2,1,6,0,54,0.166666666666667,0,"Boeing"
"HC-AYM","Petroproduccion - Unidad de Aviacion","Damaged beyond repair","Colombia","En route","Domestic Non Scheduled Passenger","Ecuador","Ecuador","morning",2002,"January","Thursday",36,2,5,5,21,21,1,1,"Fairchild"
"JA104A","All Nippon Airways - ANA","Substantial","Japan","Approach","Domestic Scheduled Passenger","Japan","Japan","afternoon",2002,"January","Monday",3,2,0,6,0,87,0,0,"Airbus"
"TF-FIO","Icelandair FlugfÃ©lag Islands","None","Norway","Approach","International Scheduled Passenger","Iceland","Norway","morning",2002,"January","Tuesday",3,2,0,7,0,75,0,0,"Boeing"
"N8RQ","Telford Aviation","Substantial","United States of America","Takeoff","Cargo","United States of America","United States of America","evening",2002,"January","Thursday",9,1,0,1,0,0,0,0,"Cessna"
"HC-BLF","TAME Ecuador","Destroyed","Colombia","Approach","Domestic Scheduled Passenger","Ecuador","Ecuador","morning",2002,"January","Monday",35,3,7,7,87,87,1,1,"Boeing"
"YV-1043CP","Raul A. Betancourt","Damaged beyond repair","Venezuela","Landing","Domestic Non Scheduled Passenger","Venezuela","Venezuela","morning",2002,"January","Tuesday",12,2,0,2,0,15,0,0,"Antonov"
"84-0097","United States Air Force - USAF","Damaged beyond repair","United States of America","Initial climb","Military","United States of America","United States of America","afternoon",2002,"February","Saturday",17,2,2,2,0,0,1,0,"Learjet"
"N541CW","Flight Options Inc.","Damaged beyond repair","United States of America","Landing","Ferry/positioning","United States of America","United States of America","evening",2002,"February","Sunday",19,2,0,2,0,0,0,0,"Mitusbishi"
"EP-MBS","Iran Air Tours","Destroyed","Iran","Approach","Domestic Scheduled Passenger","Iran","Iran","morning",2002,"February","Tuesday",11,3,12,12,107,107,1,1,"Tupolev"
"D-ICBC","Kronospan GmbH","Destroyed","Switzerland","Approach","Ferry/positioning","Poland","Switzerland","afternoon",2002,"February","Thursday",9,2,2,2,0,0,1,0,"Beechcraft"
"G-BWIR","Scot Airways","Minor","United Kingdom","Takeoff","Domestic Scheduled Passenger","United Kingdom","United Kingdom","evening",2002,"March","Wednesday",7,2,0,4,0,16,0,0,"Dornier"
"N228PA","Priority Air Charter","Substantial","United States of America","Approach","Cargo","United States of America","United States of America","evening",2002,"March","Friday",14,1,1,1,0,0,1,0,"Cessna"
"J2-KBC","Djibouti Airlines","Damaged beyond repair","Djibouti","Approach","Ferry/positioning","Somalia","Djibouti","evening",2002,"March","Sunday",11,2,2,2,2,2,1,1,"Let"
"N19903","National Air & Space Museum","Substantial","United States of America","Approach","Test","United States of America","United States of America","afternoon",2002,"March","Thursday",62,4,0,2,0,2,0,0,"Boeing"
"B-2552","Air China","Destroyed","South Korea","Approach","International Scheduled Passenger","China","South Korea","morning",2002,"April","Monday",17,2,8,11,121,155,0.727272727272727,0.780645161290323,"Boeing"
"ZS-OLE","Airquarius Aviation","Damaged beyond repair","South Africa","Landing","Domestic Non Scheduled Passenger","South Africa","South Africa","morning",2002,"April","Tuesday",22,2,0,5,0,42,0,0,"British Aerospace"
"5N-ESF","EAS Airlines","Damaged beyond repair","Nigeria","En route","Domestic Scheduled Passenger","Nigeria","Nigeria","afternoon",2002,"May","Saturday",22,2,7,8,64,69,0.875,0.927536231884058,"BAC"
"SU-GBI","EgyptAir","Damaged beyond repair","Tunisia","Approach","International Scheduled Passenger","Egypt","Tunisia","afternoon",2002,"May","Tuesday",11,2,3,6,11,56,0.5,0.196428571428571,"Boeing"
"B-2138","China Northern Airlines","Destroyed","China","Approach","Domestic Scheduled Passenger","China","China","evening",2002,"May","Tuesday",12,2,9,9,103,103,1,1,"Douglas"
"C-GHML","Air Canada","Substantial","Canada","Approach","Domestic Scheduled Passenger","Canada","Canada","afternoon",2002,"May","Monday",11,2,0,8,0,177,0,0,"Boeing"
"9Q-CGX","Sky Executive Airlines","Destroyed","Nigeria","Approach","Ferry/positioning","Nigeria","Nigeria","evening",2002,"May","Tuesday",17,2,5,5,0,0,1,0,"Let"
"B-18255","China Airlines","Destroyed","Pacific Ocean","En route","International Scheduled Passenger","Taiwan","Hong Kong","afternoon",2002,"May","Saturday",23,4,19,19,206,206,1,1,"Boeing"
"ST-SSD","Sudan Airways","Substantial","Sudan","Takeoff","Training","Sudan","Sudan","evening",2002,"June","Tuesday",25,2,0,2,0,0,0,0,"Fokker"
"OY-CFV","Copenhagen Air Taxi","Damaged beyond repair","Denmark","Takeoff","Domestic Scheduled Passenger","Denmark","Denmark","afternoon",2002,"June","Friday",18,2,0,1,0,7,0,0,"Britten Norman"
"TC-THG","THY Turkish Airlines","Damaged beyond repair","Turkey","Approach","Domestic Scheduled Passenger","Turkey","Turkey","evening",2003,"January","Wednesday",9,4,5,5,70,75,1,0.933333333333333,"Avro"
"OB-1396","Transportes AÃ©reos Nacionales de la Selva - TANS","Damaged beyond repair","Peru","Approach","Domestic Scheduled Passenger","Peru","Peru","morning",2003,"January","Thursday",28,2,5,5,41,41,1,1,"Fokker"
"PH-FZE","Air Nostrum","Damaged beyond repair","Spain","Landing","Domestic Scheduled Passenger","Spain","Spain","afternoon",2003,"January","Friday",13,2,0,5,0,14,0,0,"Fokker"
"N206EH","ERA Aviation","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","morning",2003,"January","Tuesday",34,2,0,2,0,8,0,0,"de Havilland Canada"
"PK-ALV","Star Air","Substantial","Indonesia","Landing","Domestic Scheduled Passenger","Indonesia","Indonesia","afternoon",2003,"January","Thursday",19,2,0,6,0,117,0,0,"Boeing"
"5Y-EMJ","African Commuter Services","Damaged beyond repair","Kenya","Takeoff","Executive","Kenya","Kenya","afternoon",2003,"January","Friday",38,2,2,3,1,9,0.666666666666667,0.111111111111111,"Gulfstream"
"N944FE","Baron Aviation","Damaged beyond repair","United States of America","Approach","Training","United States of America","United States of America","morning",2003,"January","Friday",16,1,0,2,0,0,0,0,"Cessna"
"PP-SPJ","VASP - ViaÃ§Ã£o AÃ©rea SÃ£o Paulo","Damaged beyond repair","Brazil","Landing","Domestic Scheduled Passenger","Brazil","Brazil","afternoon",2003,"January","Sunday",27,2,0,6,0,87,0,0,"Boeing"
"C-GHVI","Bearskin Airlines","Substantial","Canada","En route","Domestic Scheduled Passenger","Canada","Canada","evening",2003,"January","Wednesday",29,2,0,2,0,3,0,0,"Beechcraft"
"RDPL-34141","Euro Asia Aviation","Damaged beyond repair","East Timor","Approach","Cargo","Macau","East Timor","afternoon",2003,"January","Friday",17,4,4,4,2,2,1,1,"Ilyushin"
"ES-NOY","Enimex","Damaged beyond repair","Estonia","Takeoff","Cargo","Estonia","Finland","evening",2003,"February","Monday",14,2,2,3,0,0,0.666666666666667,0,"Antonov"
"FLARF-01032","Borki Air Club","Damaged beyond repair","Russia","Maneuvering","Parachuting","Russia","Russia","afternoon",2003,"March","Saturday",20,2,2,2,9,23,1,0.391304347826087,"Let"
"N205BA","Bering Air","Substantial","United States of America","Approach","Ferry/positioning","United States of America","United States of America","afternoon",2003,"March","Sunday",2,1,0,1,0,0,0,0,"Cessna"
"N9793B","Wright Stuff","Substantial","United States of America","Initial climb","Private","United States of America","United States of America","morning",2003,"March","Wednesday",15,1,0,1,0,3,0,0,"Cessna"
"7T-VEZ","Air AlgÃ©rie","Destroyed","Algeria","Initial climb","Domestic Scheduled Passenger","Algeria","Algeria","afternoon",2003,"March","Thursday",21,2,6,6,96,97,1,0.989690721649485,"Boeing"
"I-ATRF","Minerva Airlines","Damaged beyond repair","Italy","Takeoff","Domestic Scheduled Passenger","Italy","Italy","evening",2003,"March","Thursday",17,2,0,3,0,42,0,0,"ATR"
"N712FE","FedEx Express","Substantial","United States of America","Landing","Cargo","United States of America","United States of America","morning",2003,"March","Saturday",22,2,0,2,0,0,0,0,"Fokker"
"9V-SMT","Singapore Airlines","Substantial","New Zealand","Takeoff","International Scheduled Passenger","New Zealand","Singapore","afternoon",2003,"March","Wednesday",10,4,0,20,0,369,0,0,"Boeing"
"N70FJ","Dancing Wind Aviation","Destroyed","United States of America","Approach","Private","United States of America","United States of America","afternoon",2003,"March","Saturday",25,2,1,1,2,2,1,1,"Cessna"
"CU-T1192","Aerotaxi","None","United States of America","En route","Domestic Scheduled Passenger","Cuba","Cuba","evening",2003,"March","Wednesday",61,2,0,3,0,26,0,0,"Douglas"
"B-22603","TransAsia Airways","Damaged beyond repair","Taiwan","Landing","Domestic Scheduled Passenger","Taiwan","Taiwan","evening",2003,"March","Friday",7,2,0,6,0,169,0,0,"Airbus"
"N5512B","One Leasing","Damaged beyond repair","Colombia","Maneuvering","Survey/research","Colombia","Colombia","evening",2003,"March","Tuesday",11,1,2,2,1,1,1,1,"Cessna"
"PK-WAY","Air Regional","Damaged beyond repair","Indonesia","En route","Domestic Non Scheduled Passenger","Indonesia","Indonesia","afternoon",2003,"March","Thursday",34,2,2,2,2,14,1,0.142857142857143,"de Havilland Canada"
"EC-HFA","Ibiza Flights","Damaged beyond repair","Switzerland","Landing","Private","Spain","Switzerland","afternoon",2003,"April","Monday",29,2,0,1,0,2,0,0,"Cessna"
"N183GA","Grand Aire Express","Destroyed","United States of America","Approach","Training","United States of America","United States of America","afternoon",2003,"April","Tuesday",35,2,2,2,1,1,1,1,"Dassault Falcon"
"RA-12981","Zapolyarye Airlines","Substantial","Russia","Landing","Cargo","Russia","Russia","evening",2003,"April","Friday",33,4,0,7,0,7,0,0,"Antonov"
"N229AM","Superior Aviation","Substantial","United States of America","Landing","Cargo","United States of America","United States of America","evening",2003,"April","Tuesday",24,2,0,2,0,0,0,0,"Swearingen"
"N730FE","FedEx Express","Substantial","United States of America","Landing","Cargo","United States of America","United States of America","afternoon",2003,"April","Thursday",35,2,0,2,0,0,0,0,"Fokker"
"C-FDYF","Transwest Air","Damaged beyond repair","Canada","Approach","Domestic Scheduled Passenger","Canada","Canada","evening",2003,"April","Wednesday",34,2,0,2,0,4,0,0,"Beechcraft"
"N138BF","Sino Swearingen","Destroyed","United States of America","Maneuvering","Test","United States of America","United States of America","morning",2003,"April","Saturday",3,2,1,1,0,0,1,0,"Swearingen"
"TR-LFQ","Avirex","Substantial","Congo","Landing","Int'l Non Scheduled Passenger","Congo","Congo","evening",2003,"April","Tuesday",14,2,0,2,0,13,0,0,"Beechcraft"
"N208AD","DK&L Company","Substantial","United States of America","En route","Ferry/positioning","United States of America","United States of America","afternoon",2003,"May","Thursday",16,1,0,1,0,0,0,0,"Cessna"
"N343SW","Southwest Airlines","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","evening",2003,"May","Saturday",14,2,0,5,0,63,0,0,"Boeing"
"D-CAUW","AW Aerowest","Substantial","United Kingdom","Landing","Domestic Non Scheduled Passenger","Germany","United Kingdom","afternoon",2003,"May","Wednesday",2,2,0,2,0,8,0,0,"Cessna"
